"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"3970","self-employed","married","primary",92,"yes","no","may",1,-1,0,"nonexistent","no"
"3971","management","married","tertiary",586,"yes","yes","may",2,-1,0,"nonexistent","no"
"3972","blue-collar","divorced","primary",1758,"yes","no","may",1,-1,0,"nonexistent","no"
"3973","self-employed","married","secondary",2061,"yes","yes","jan",2,244,3,"failure","no"
"3974","technician","single","secondary",959,"no","no","jul",5,-1,0,"nonexistent","no"
"3975","retired","married","primary",208,"no","no","may",1,-1,0,"nonexistent","no"
"3976","services","married","secondary",-315,"yes","no","may",2,-1,0,"nonexistent","no"
"3977","management","married","tertiary",-13,"yes","no","may",6,291,2,"nonexistent","no"
"3978","admin.","married","tertiary",801,"no","no","aug",7,-1,0,"nonexistent","no"
"3979","retired","married","tertiary",1948,"no","no","jan",1,91,4,"success","yes"
"3980","management","single","tertiary",751,"yes","no","may",1,-1,0,"nonexistent","no"
"3981","blue-collar","married","secondary",784,"yes","yes","jun",1,-1,0,"nonexistent","no"
"3982","blue-collar","single","secondary",24,"no","no","may",1,363,1,"failure","no"
"3983","management","married","tertiary",72,"yes","no","may",3,-1,0,"nonexistent","no"
"3984","technician","divorced","tertiary",1871,"yes","no","nov",1,-1,0,"nonexistent","no"
"3985","services","single","secondary",1378,"yes","no","may",2,-1,0,"nonexistent","no"
"3986","blue-collar","married","primary",188,"yes","no","may",3,347,5,"failure","no"
"3988","services","married","secondary",61,"yes","no","jul",5,-1,0,"nonexistent","no"
"3989","admin.","married","secondary",-967,"yes","no","may",7,-1,0,"nonexistent","no"
"3990","blue-collar","single","tertiary",462,"yes","yes","may",1,-1,0,"nonexistent","no"
"3992","admin.","single","secondary",5527,"yes","no","may",1,-1,0,"nonexistent","no"
"3993","admin.","married","tertiary",1287,"no","no","jun",1,-1,0,"nonexistent","no"
"3994","management","married","tertiary",17361,"no","no","jun",1,-1,0,"nonexistent","no"
"3996","blue-collar","divorced","secondary",0,"yes","no","apr",4,-1,0,"nonexistent","yes"
"3997","management","married","secondary",-294,"yes","no","may",2,-1,0,"nonexistent","no"
"3998","technician","married","secondary",275,"no","no","aug",6,-1,0,"nonexistent","no"
"3999","management","married","tertiary",724,"yes","no","nov",2,172,1,"failure","no"
"4000","services","married","secondary",27,"no","no","may",1,-1,0,"nonexistent","no"
"4001","admin.","divorced","secondary",26,"yes","no","may",1,359,1,"failure","no"
"4002","technician","married","secondary",191,"no","no","aug",1,-1,0,"nonexistent","no"
"4003","technician","divorced","secondary",-123,"no","no","aug",2,-1,0,"nonexistent","no"
"4004","student","single","secondary",-147,"no","no","jun",2,-1,0,"nonexistent","no"
"4005","technician","single","secondary",179,"no","no","aug",3,-1,0,"nonexistent","no"
"4006","blue-collar","married","primary",1086,"yes","no","may",1,272,2,"failure","no"
"4007","blue-collar","married","secondary",471,"yes","no","may",2,-1,0,"nonexistent","no"
"4008","entrepreneur","married","tertiary",105,"yes","no","may",2,-1,0,"nonexistent","no"
"4009","entrepreneur","divorced","secondary",1588,"yes","yes","jun",8,-1,0,"nonexistent","no"
"4010","housemaid","divorced","secondary",70,"no","no","oct",3,148,1,"success","yes"
"4011","blue-collar","single","secondary",2700,"no","no","feb",4,-1,0,"nonexistent","no"
"4012","technician","married","secondary",1602,"yes","no","jun",1,-1,0,"nonexistent","no"
"4013","admin.","married","tertiary",0,"yes","no","jul",2,-1,0,"nonexistent","no"
"4015","admin.","married","secondary",21515,"yes","no","jun",1,-1,0,"nonexistent","no"
"4016","technician","married","secondary",5902,"yes","no","may",4,-1,0,"nonexistent","no"
"4017","management","married","tertiary",547,"yes","yes","may",1,-1,0,"nonexistent","no"
"4018","self-employed","married","tertiary",3800,"no","yes","jul",1,-1,0,"nonexistent","no"
"4019","technician","single","secondary",261,"yes","no","may",2,-1,0,"nonexistent","no"
"4020","technician","married","secondary",0,"yes","yes","feb",8,204,5,"failure","no"
"4021","management","married","secondary",-34,"no","no","feb",1,-1,0,"nonexistent","no"
"4023","admin.","married","secondary",5,"yes","yes","jul",7,-1,0,"nonexistent","no"
"4024","unemployed","married","secondary",3529,"no","no","feb",2,-1,0,"nonexistent","no"
"4025","blue-collar","single","tertiary",2330,"yes","no","jun",1,-1,0,"nonexistent","no"
"4026","blue-collar","married","secondary",1334,"yes","no","apr",5,-1,0,"nonexistent","no"
"4027","self-employed","married","tertiary",3601,"no","no","aug",15,-1,0,"nonexistent","no"
"4028","technician","married","tertiary",265,"no","no","aug",3,-1,0,"nonexistent","no"
"4030","self-employed","married","secondary",487,"no","yes","aug",15,-1,0,"nonexistent","no"
"4031","blue-collar","divorced","secondary",0,"yes","no","may",1,173,1,"failure","no"
"4032","services","single","secondary",174,"yes","no","may",2,-1,0,"nonexistent","no"
"4033","retired","married","secondary",14412,"no","no","nov",1,-1,0,"nonexistent","no"
"4034","management","married","tertiary",3288,"no","no","aug",2,-1,0,"nonexistent","no"
"4035","technician","single","secondary",57,"no","no","feb",2,-1,0,"nonexistent","no"
"4036","technician","married","secondary",2246,"yes","no","jul",1,-1,0,"nonexistent","no"
"4037","technician","married","secondary",4441,"yes","no","nov",2,183,2,"failure","no"
"4038","management","divorced","tertiary",0,"no","no","may",2,-1,0,"nonexistent","no"
"4040","blue-collar","married","secondary",448,"yes","yes","aug",1,-1,0,"nonexistent","no"
"4041","entrepreneur","married","primary",27,"yes","no","sep",3,-1,0,"nonexistent","yes"
"4042","blue-collar","divorced","secondary",474,"no","no","jul",2,-1,0,"nonexistent","no"
"4043","technician","single","tertiary",1185,"yes","no","apr",1,339,1,"failure","no"
"4044","services","divorced","secondary",282,"yes","no","jul",1,-1,0,"nonexistent","no"
"4045","blue-collar","married","secondary",2,"yes","no","may",9,309,1,"failure","no"
"4046","technician","single","secondary",60,"no","no","aug",2,-1,0,"nonexistent","no"
"4047","self-employed","single","tertiary",3972,"no","no","jul",3,-1,0,"nonexistent","no"
"4048","retired","married","secondary",26452,"no","no","jul",2,-1,0,"nonexistent","no"
"4049","admin.","divorced","secondary",818,"yes","yes","apr",3,-1,0,"nonexistent","no"
"4050","services","married","secondary",9374,"yes","no","nov",8,185,1,"failure","no"
"4052","retired","married","primary",279,"no","no","aug",1,-1,0,"nonexistent","no"
"4053","unemployed","married","primary",20,"yes","no","jan",1,-1,0,"nonexistent","no"
"4054","admin.","divorced","secondary",360,"no","no","may",1,297,2,"nonexistent","no"
"4055","technician","single","secondary",1532,"no","no","may",1,107,5,"failure","no"
"4056","management","single","tertiary",1673,"no","no","aug",2,159,3,"nonexistent","no"
"4057","services","married","secondary",2420,"no","no","nov",2,-1,0,"nonexistent","no"
"4058","blue-collar","married","secondary",100,"yes","yes","may",2,-1,0,"nonexistent","no"
"4059","admin.","married","secondary",0,"no","no","jun",1,-1,0,"nonexistent","no"
"4060","technician","divorced","secondary",1533,"no","yes","aug",1,-1,0,"nonexistent","no"
"4061","admin.","single","secondary",296,"no","no","jul",4,-1,0,"nonexistent","no"
"4062","blue-collar","married","secondary",2788,"yes","no","jun",2,-1,0,"nonexistent","yes"
"4063","management","single","secondary",109,"yes","no","may",3,-1,0,"nonexistent","no"
"4064","technician","married","secondary",485,"no","no","aug",14,-1,0,"nonexistent","no"
"4065","technician","single","tertiary",125,"no","no","aug",2,-1,0,"nonexistent","no"
"4066","retired","married","secondary",616,"no","no","apr",2,182,1,"failure","no"
"4067","services","married","secondary",3064,"yes","no","aug",3,107,4,"failure","no"
"4068","technician","married","secondary",206,"no","no","aug",6,-1,0,"nonexistent","no"
"4069","blue-collar","single","secondary",6900,"no","no","nov",1,-1,0,"nonexistent","no"
"4070","services","divorced","secondary",-179,"no","no","jul",2,-1,0,"nonexistent","no"
"4071","services","single","secondary",481,"yes","no","nov",2,183,2,"failure","no"
"4072","admin.","married","secondary",12,"yes","no","jan",3,256,3,"nonexistent","no"
"4073","blue-collar","married","primary",0,"no","no","may",5,-1,0,"nonexistent","no"
"4074","management","married","tertiary",176,"yes","yes","jun",1,687,2,"failure","no"
"4075","management","married","primary",4086,"no","no","jun",3,-1,0,"nonexistent","no"
"4076","technician","married","secondary",257,"yes","no","may",4,-1,0,"nonexistent","no"
"4077","blue-collar","married","primary",53,"yes","no","apr",1,140,1,"failure","no"
"4078","blue-collar","divorced","secondary",6,"yes","no","jan",1,-1,0,"nonexistent","no"
"4079","management","married","tertiary",562,"no","no","aug",4,-1,0,"nonexistent","no"
"4080","entrepreneur","married","secondary",-118,"yes","no","may",3,-1,0,"nonexistent","no"
"4081","blue-collar","married","primary",2805,"yes","no","may",6,353,23,"failure","no"
"4082","management","single","secondary",565,"yes","no","jun",11,-1,0,"nonexistent","no"
"4083","blue-collar","married","secondary",0,"yes","no","jul",1,-1,0,"nonexistent","no"
"4084","management","married","tertiary",1612,"no","no","mar",1,182,5,"failure","no"
"4085","unemployed","married","primary",180,"yes","yes","may",2,-1,0,"nonexistent","no"
"4086","management","married","tertiary",0,"yes","no","jul",3,-1,0,"nonexistent","no"
"4087","management","single","tertiary",876,"yes","no","may",2,-1,0,"nonexistent","no"
"4088","admin.","married","secondary",2137,"no","no","jul",7,-1,0,"nonexistent","no"
"4089","blue-collar","married","primary",260,"yes","no","jul",2,-1,0,"nonexistent","no"
"4090","blue-collar","married","secondary",-53,"yes","no","apr",1,272,1,"nonexistent","yes"
"4091","management","married","tertiary",944,"no","no","oct",2,-1,0,"nonexistent","yes"
"4092","technician","married","secondary",2394,"no","no","aug",2,-1,0,"nonexistent","no"
"4093","technician","married","secondary",297,"yes","no","oct",3,-1,0,"nonexistent","no"
"4094","retired","single","tertiary",2144,"no","no","jul",1,184,4,"success","yes"
"4095","technician","single","tertiary",969,"no","no","jun",1,-1,0,"nonexistent","no"
"4096","technician","married","secondary",0,"no","no","jul",2,-1,0,"nonexistent","no"
"4097","entrepreneur","married","tertiary",37,"yes","yes","may",1,363,2,"failure","no"
"4098","technician","married","secondary",410,"no","yes","nov",5,-1,0,"nonexistent","no"
"4099","technician","married","secondary",1211,"yes","no","may",1,-1,0,"nonexistent","no"
"4100","management","single","tertiary",71,"no","no","aug",6,-1,0,"nonexistent","no"
"4101","management","married","tertiary",436,"yes","no","apr",1,345,1,"failure","no"
"4102","blue-collar","married","primary",559,"yes","no","may",2,-1,0,"nonexistent","no"
"4103","management","married","tertiary",1170,"no","no","aug",4,-1,0,"nonexistent","no"
"4104","management","divorced","tertiary",25,"no","no","may",2,-1,0,"nonexistent","no"
"4105","services","married","secondary",1325,"no","no","jun",2,-1,0,"nonexistent","no"
"4106","entrepreneur","married","secondary",0,"no","no","nov",7,-1,0,"nonexistent","no"
"4107","technician","single","secondary",647,"yes","yes","feb",1,273,1,"nonexistent","no"
"4108","blue-collar","married","primary",2142,"yes","no","jan",2,224,1,"nonexistent","no"
"4109","retired","divorced","primary",639,"no","no","may",3,-1,0,"nonexistent","yes"
"4110","blue-collar","married","primary",177,"yes","yes","jul",4,-1,0,"nonexistent","no"
"4111","management","married","tertiary",236,"no","no","aug",1,-1,0,"nonexistent","no"
"4112","services","divorced","secondary",1959,"yes","no","may",1,-1,0,"nonexistent","no"
"4113","admin.","married","primary",96,"no","no","feb",2,-1,0,"nonexistent","no"
"4114","self-employed","single","tertiary",0,"no","no","jun",1,-1,0,"nonexistent","no"
"4115","blue-collar","married","secondary",250,"yes","no","may",6,-1,0,"nonexistent","no"
"4116","technician","single","secondary",126,"no","no","aug",2,-1,0,"nonexistent","no"
"4118","student","single","secondary",8,"no","no","apr",2,-1,0,"nonexistent","yes"
"4119","self-employed","married","tertiary",189,"yes","no","jun",2,-1,0,"nonexistent","no"
"4120","retired","single","secondary",316,"no","no","may",3,-1,0,"nonexistent","no"
"4121","self-employed","single","tertiary",-282,"yes","no","nov",3,-1,0,"nonexistent","no"
"4122","management","married","tertiary",-308,"yes","no","apr",2,-1,0,"nonexistent","no"
"4123","technician","divorced","secondary",248,"no","no","aug",4,-1,0,"nonexistent","no"
"4124","blue-collar","divorced","primary",126,"yes","no","jun",2,-1,0,"nonexistent","yes"
"4125","self-employed","divorced","tertiary",13,"yes","no","apr",1,-1,0,"nonexistent","yes"
"4126","technician","married","secondary",-393,"yes","yes","jul",1,-1,0,"nonexistent","yes"
"4127","services","single","secondary",358,"yes","no","may",1,356,3,"failure","no"
"4128","technician","single","tertiary",917,"no","no","jun",1,-1,0,"nonexistent","no"
"4129","admin.","divorced","secondary",1268,"yes","no","may",3,-1,0,"nonexistent","no"
"4130","technician","married","secondary",-163,"yes","yes","aug",2,-1,0,"nonexistent","no"
"4131","management","single","tertiary",473,"yes","no","may",2,361,1,"nonexistent","no"
"4132","management","married","tertiary",4831,"yes","no","feb",1,-1,0,"nonexistent","no"
"4133","technician","married","secondary",1063,"yes","no","jul",2,-1,0,"nonexistent","no"
"4134","management","married","secondary",0,"yes","no","may",3,-1,0,"nonexistent","no"
"4135","blue-collar","married","secondary",424,"yes","yes","may",2,-1,0,"nonexistent","no"
"4136","unemployed","divorced","primary",802,"no","no","feb",2,-1,0,"nonexistent","no"
"4137","management","married","tertiary",430,"yes","no","jul",16,-1,0,"nonexistent","no"
"4139","housemaid","married","secondary",2880,"no","no","jun",1,-1,0,"nonexistent","no"
"4140","blue-collar","divorced","secondary",1069,"yes","no","may",2,-1,0,"nonexistent","no"
"4141","self-employed","divorced","primary",4382,"yes","no","may",4,-1,0,"nonexistent","no"
"4142","management","married","tertiary",0,"no","no","mar",4,107,2,"failure","no"
"4143","technician","married","tertiary",3939,"no","no","aug",2,-1,0,"nonexistent","no"
"4144","self-employed","married","tertiary",753,"no","no","jun",1,-1,0,"nonexistent","no"
"4145","blue-collar","married","secondary",358,"no","no","jul",5,-1,0,"nonexistent","no"
"4146","blue-collar","married","primary",1141,"yes","no","may",5,-1,0,"nonexistent","no"
"4147","technician","married","secondary",1259,"no","no","may",5,-1,0,"nonexistent","no"
"4148","services","married","secondary",227,"no","yes","jun",1,-1,0,"nonexistent","no"
"4149","entrepreneur","divorced","secondary",538,"yes","no","aug",2,-1,0,"nonexistent","yes"
"4150","management","married","tertiary",92,"yes","no","may",2,-1,0,"nonexistent","no"
"4151","technician","married","tertiary",8023,"no","no","feb",1,87,4,"failure","no"
"4152","services","single","secondary",2478,"no","yes","nov",1,-1,0,"nonexistent","no"
